review,sentimiento
"Me uno a las críticas que refuerzan la idea de que hay cine gamberro, para hacernos reir, con calidad. Siendo vasco al ver la película pensé que había muchas cosas para los que somos de aquí (la escena del lehendakari negro fue de los más comentado e impagables comentarios), pero su planteamiento es mas amplio, es impresionante la primera escena de Argiñano y la tortilla rusa, de ahí para delante el elenco de actores que aparecen no son nada despreciables y a pesar del enfoque sarcástico me parece de lo mejor que se ha visto por estos lares. El cocento es el que es, pasarlo bien viendo cine, la he visto alguna vez más pensado que bajaría el nivel de cuando la vi por primera vez, pero me gustó aún más, más si cabe la cantidad de obras maestras que hay por ahí que resultan bazofia aburrida para pseudointelectuales. Impagable verla con colegitas y sustancias psicotrópicas diversas. ¿y luego Torrente es un peliculón?, en fin.",positivo
"Estoy de acuerdo con la crítica de Johnny Red  Siento ser tajante porque tenía grandes esperanzas en esta película pero me ha defraudado muchísimo. Los diálogos parecen inacabados, son liosos, apenas hay pasión en ellos, inexpresivos, a veces absurdos, monótonos en definitiva.Cuesta mantener la atención, se hace larguísima y apenas hay acción, ya que  la batalla final, si se le puede calificar asi, es de risa. Los duelos nada impresionantes.Me ha molestado sobremanera el intento de ""humor"" en la rendición de la batalla final porque si ésta ya es triste de por si solo le faltaba eso...no se si eran las ganas de acabar la película o qué pero me he sentido estafado.Intento ser comprensivo y apartar la idea de mi cabeza sobre que el trailer es un engaño. El trailer no tiene nada que ver con lo que es en realidad la película. Muy mejorable, pero muy mucho. La historia es buena, el vestuario y la fotografia también, pero desde mi humilde opinión, eso no salva  ni mucho menos a una película tal y como la están vendiendo.Una de las cosas que me ha gustado es que todo y que la época es propicia a ello, no hay dosis de patriotismo espontáneo. Podrían haber cuidado mucho más los acontecimientos históricos, no hacer un ""repaso del año"" mal interpretado de los territorios que se han perdido.En definitiva, siento ser destructivo, pero nunca me he sentido como para irme de un cine a mitad de película, pero hoy he estado a punto de hacerlo. Quizás a quien lea esto le pueda servir para que cambie el chip de lo que va a ver. A los que les disgute mi opinión y la manera de expresarla lo siento si le es ofensiva, pero es tal y como lo pienso en caliente .",negativo
"ME GUSTÓ: ante todo el argumento que no cae en los tópicos del género, el mensaje, y que no estén marcados con fuego quienes son los buenos y quienes los malos (algo que detesto en una película). Me dejé llevar, mirando para otro lado cuando había alguna cosa que chirriaba, y al final la disfruté mucho.Pero, tengo que reconocer que NO ME GUSTÓ: el guión, que es algo pobre, por momentos me recordó a teleseries del estilo de ""desaparecida"" y tampoco me gustaron muchas de las interpretaciones (de secundarios, y del protagonista novel también) que en ciertas escenas eran tan pobres que rompían la magia y te obligaban a volver a realidad, recordándote que solo estabas viendo una película en el cine. Algo que para mí es imperdonable.Aún así, para mí es la mejor película española que he visto desde hace mucho.",positivo
"un guión muy flojo que pretende condensar tres libros en anécdotas que no se conectan, un capitán que da la figura pero que el esfuerzo por hablar castellano sin acento lo mata cuando abre la boca, una protagonista femenina que no se la cree nadie.........eso si con una fotografia a ratos bellisima, como un cuadro de Murillo .Me esperaba mucho más. Y muy buenos Echanove y Cámara.",negativo
"Ya me extrañaba a mí que «Perfectos desconocidos» fuese tan normal: no es una creación de Álex de la Iglesia sino una adaptación de una cinta italiana. Si hubiera sido suya la idea probablemente esta cena hubiera derivado en algún tipo de thriller entre la tragicomedia y lo delirante. Se nota un poco el origen italiano de la historia al plantear sin tantos tapujos ni buen rollismo la bruta sexualidad masculina, los roles masculinos y femeninos y la sutil e inconsciente intolerancia hacia la homosexualidad en la que las personas bienpensantes pueden incurrir sin proponérselo.«Perfectos desconocidos» engancha de principio y a fin con sus secretos y mentiras a descubrir, todo además dentro de un único escenario, un piso en el centro de Madrid, donde Álex de la Iglesia es un experto en rodar. Aunque yo siempre estaba esperando que ocurriera algo muy De la Iglesia, olvídate, la película es un drama clásico en su fondo y una comedia negra en su forma. Ernesto Alterio me ha sorprendido para bien al desenvolverse con tanta gracia, su Antonio es realmente divertido, y el resto de actores están a buen nivel, incluido Eduardo Noriega, que al parecer ha aprendido a interpretar un poco más cuando se ha hecho mayor. La historia quizá parte de una situación algo exagerada en la que en un grupo de siete personas todas tienen cosas bastantes serias que esconder y además que, sabiéndolo, accedan a jugar a la posibilidad de que se expongan todas tus vergüenzas. Por cierto que yo nunca haría esto de que los demás revisen mis mensajes o mis llamadas por el simple hecho de que estoy rompiendo, no ya mi intimidad, sino la intimidad de los otros, de los que no participan en la charada. Sea como sea, a partir de esos mensajes y llamadas se ira desvelando lo que cada invitado a la cena esconde y hará que todo salte por los aires, pero al parecer esto se ve como algo negativo, cuando a mí me parece que es lo mejor que les podría pasar. Estas personas están viviendo en la pura fantasía, ninguno es consciente de la realidad: nadie sabe qué siente o qué siente el otro, qué pasa en su familia, qué pasa en la vida de sus amigos, y de esta manera viven, bien amargados o bien en una felicidad condenada a destruirse en el futuro con más violencia que en el presente.Es mejor afrontar la verdad, a la larga se agradece.",negativo
"Película entretenida para niños y adultos, aunque  con un final algo predecible.Golpes de recuerdo como cantando bajo la lluvia, E.T. … los niños no los entienden pero los más adultos si.Mensajes subliminales: bandera americana tachada en el fuselaje de la nave espacial (en la escena durante los créditos). Y mensaje durante la película que transmite que cuando a alguien le quitan el cerebro se convierte en argentino…. Es casualidad o esta hecho a propósito?? Que cada uno piense lo que quiera.",positivo
"¡Es un milagro! Ha llegado a nuestras pantallas una película española que merece la pena ir a ver.Alberto Rodríguez propone un thriller policiaco que te dejara boquiabierto. La interpretación de los actores principales que representan la pareja policial esta muy bien trabajada, convenciendo y aportando realismo a la producción. Quizás el actor Javier Gutierrez eclipsa a su compañero Raúl Arévalo, quien esta un poco por debajo interpretativamente hablando. La trama es bastante sencilla, dinámica y entretenida, siguiendo el patrón clásico de la mayoría de películas policiacas, en el que una pareja de inspectores deben averiguar e investigar un crimen. El guión es acertado.Escenarios y fotografía brillantes con escenas aéreas muy bien conseguidas y logradas.Film dinámico, bien encadenado y sin ""lagunas"", es decir, no es una cinta lenta, no existen trabas ni problemas para entender la trama y las acciones de los personajes son bastante coherentes.Aun con todo esto, no es una película notable y distinguida a la que debamos acudir corriendo para ver en los cines. Lo que más sorprende es que por fin se ha creado una película española con personajes españoles que merezca la pena ver. Algo sobrevalorada pero bien hecha. España esta de enhorabuena. Ya era hora.Pd: Si eres de los que piensa que el cine español es de segunda, debes resarcirte viendo esta película.",positivo
"Me ha encantado. La trama de la película interesa y sobrecoge desde el principio. Combina escenas dramáticas con otras de humor, pero elude con hábil maestría el exceso de dramatismo y las sobredosis de humor. No entra en dogmatismos ni disquisiciones moralistas. Brillante en algunos planos, como la salida de la cámara por la ventana. Esta escena a mi pareció sensacional, creía volar. Excelente la interpretacón especialmente de tres personajes: Bardem (interpretación que me parece muy difícil) la cuñada (extraordinaria - no le hace falta hablar, con la cara y la mirada lo dice todo) y la amiga gallega (personaje fresco, simpático y cercano)   Por identificar algo flojo: Belén Rueda, cuyo personaje, vicisitudes e interpretación no me acaban de encajar; y el papel del cura que me sonó a un varapalo demasiado severo, que no está tan en linea con la moderada elegancia general de toda la película.  Me pareció un realismo ejemplar preesentar personajes que hablen gallego y catalán con toda normalidad, sin bromas ni reivindicaciones.    De las peliculas que he visto ultimamente que más me han llenado. 100% recomendable. No se la pierdan",positivo
"Sorprende gratamente por su calidad técnica, lanza con gracia multitud de guiños a clásicos más o menos recientes de la Animación y la Ciencia-ficción y consigue algunos momentos francamente divertidos. Sin embargo no logra hilvanar todos estos elementos positivos en una historia que realmente enganche. Simplemente no cumple con las expectativas de un mínimo guión. Sobran también las muestras vulgares y recurridas de humor escatológico y  sexual, que lamentablemente impregnan tan a menudo cualquier género con firma española. Pretende cautivar a todos los públicos y al final resulta demasiado adulta para el público infantil y demasiado infantil para el público adulto.",negativo
"Puedo asegurar que es buenísima, es como la 1, y la mejor secuela de toda la saga. Tiene un tono mas serio pero no pierde la gracia, Carlos Areces hace gracia con solo mirarlo. Las criticas eran muy positivas iba con expectativas altas y no ha decepcionado. Guiños a otras entregas y varias sorpresas. El hecho de que este ambientada en un futuro hace que le de realismo por que nos propone un futuro que podría ser totalmente factible por todo lo que nos esta pasando. Jesulin sorprende también, te olvidas de que es el y la trama es divertida, en definitiva, la mejor de la saga. Creo que después de la 1, es la película que Segura mas ha cuidado, no solo técnicamente si no también a nivel de historia.Nota: 8/10",positivo
"Juan Antonio Bayona debe de ser un tipo con una flor en el culo, o un director con muy buenos contactos en las altas esferas de la industria cinematográfica, o quizá le ha caído en gracia a algún jefe de alguna productora...que viene a ser lo mismo.Otra explicación no le encuentro al meteórico ascenso en su carrera, el bombardeo de buenas críticas y nominaciones a distintos premios que está recibiendo con su telefilme palomitero ""Lo imposible"".De verdad, que alguien me explique porqué a esta persona ya la encumbraron en el Olimpo del Cine español con la sobrevalorada, manida, tramposa y plagiadora ""El Orfanato"". Ya mostré mi indignación en un post, por allá en el año 2007.El lobby Bayonesco es fuerte y poderoso, sobre todo porque en parte viene respaldado por el gigante Mediaset que ya nos bombardeó con su brutal campaña de marketing, al igual que años atrás con su ópera prima, El Orfanato, que acabó siendo la elegida por la Academia del cine español para representarnos en los Óscar. (Puuf!) Como os podeis imaginar no fué ni finalista.La verdad es que un tipo que pasa de dirigir videoclips de Camela a catalogarlo como ""Uno de nuestros directores más internacionales"" podría calificarse como un tanto surrealista.Lo cierto es que me animé definitivamente a ver Lo imposible y sólo puedo calificarla como un telefilme sofisticado con un presupuesto muy alto, con buenos actores, pero con una historia tan simplona y lacrimógena que tira para atrás.Insulsa, repetitiva con una trama que busca constatemente provocar la lágrima fácil en el incauto espectador.Lo dicho, J.A Bayona que ya nos consiguió timar en El Orfanato, es el director de cine más sobrevalorado de la historia del cine español, eso sí, con un buen lobby de su parte.www.lamiradadifusa.com",negativo
"Que me iba a reir como nunca. Que aún estando llena de tópicos sobre andaluces y vascos, me lo pasaría en grande. Pues no ha sido para tanto, la verdad. Yo no sé qué le encuentra la gente para ""reirse"" tanto. Sobrevalorada.",negativo
"Entré a la sala con muchas expectativas, que soy yo muy amante del humor español. El hecho de que haya arrasado en taquilla tampoco me garantizaba nada, pero como digo, me senté en la butaca con ilusión. Ilusión no correspondida, desgraciadamente. El argumento, que podría haberse quedado en sencillo y fresco, se me antojó demasiado simplón, rozando el absurdo en algunos momentos. La sensación más apabullante es la de que todo está muy poco aprovechado, lo cual siempre me produce tristeza. Me reí algo en un par de ocasiones y ya. Eso sí, Karra Elejalde, grandioso, lo mejor de la película. Dani Rovira y Carmen Machi, muy bien. Clara Lago, flojita. El hecho de que sea una comedia romántica no significa que no se pueda hacer algo sobresaliente, divertido y de calidad, y, obviamente, no es el caso. He de decir, no obstante, que Hollywood que ya ha parido unas cuantas de éstas, es especialista en rodar auténticos bodrios. Y digo esto porque prefiero ""8 apellidos vascos"" a un pestiño americano, al menos es producto nacional y, puesta a elegir, me hacen más gracia mis compatriotas.Lo que sí es impresionante son los bellísimos paisajes, pueblos y rincones. Lástima que el resto no les haga justicia.",negativo
"La película me ha dejado buen sabor de boca en general, a pesar de que tenga giros típicos de este género, y por tanto predecibles...pero la película está bien hecha y consigue el objetivo, que es tener al espectador en vilo hasta el final. También hay momentos en los que te ríes porque hay ciertas escenas que, a lo mejor pretendían ser siniestras o conseguir asustar, pero quizás resultan algo hilarantes.La interpretación de Belén Rueda me ha gustado, transmite lo que pretende.En general, bien. No creo que consiga el Óscar porque no creo que la nominen pero me ha entretenido y emocionado.",positivo
"Esta película es Volver de muchas formas. Es para el director un volver a La Mancha de su infancia, y colocar en su lugar algunas piezas de su pasado que no estaban resueltas; es un volver en su carrera a algunos tópicos de comedia, al universo femenino, y a su musa Carmen Maura, sólo que menos desaforado, más maduro, y con la soberbia dirección de actrices de siempre. Volver es también el tango hecho flamenco que nos habla de alguien a quien el pasado ha lastimado, pero que tiene en ese mismo pasado ilusiones que neceista recuperar para seguir viviendo. Y Volver es finalmente el recorrido de ida y vuelta que las mujeres de esta historia deben hacer hacia ese pasado que exige ser escuchado y vivido hasta el final, y que las tomas de los molinos nos sugieren.En ese pueblito de La Mancha, ruge el viento como un reclamo del pasado. La puesta nos transporta a sus calles empedradas, sus gruesas paredes encaladas, los pesados y antiguos portones de madera, los azulejos, y los hierros del ambiente de la infancia de la protagonista, que lo es también del director. En ese pueblito, de manera surrealista, los muertos están cerca, pueden participar de las vidas de sus gentes, y de algún modo continúan entre ellos. El personaje de Agustina, está dotado por Blanca Portillo con una increíble contención y solidaridad; y hay en él una aceptación y cierta sensación de continuidad después de la muerte; de manera tal que pareciera que Almodóvar, ya más entrado en años, busca encontrar serenidad ante la idea de la muerte que se le hace palpable ahora que recorre su madurez y dejó su etapa de juventud más alocada.En su visión, el infierno, el purgatorio y el paraíso están aquí, en esta vida, y sus personajes los atraviesan a medida que cierran el círculo.La gráfica de la película nos muestra a Raimunda, el centro de la historia, atrapada entre imágenes en blanco y negro que son el pasado, los muertos; e imágenes de flores rojas. Pero las primeras laten, están vivas y son actuales y acuciantes; y las últimas son artificiales, y no pueden disimular a las primeras. En los créditos, la cámara va de derecha a izquierda, dando la sensación de una vuelta atrás. Para cerrar esta historia hay que volver. Es éste un drama que se presenta mezclado con un toque de comedia, algo característico en Almodóvar. Y la película respira cine por todas partes, nos dice muchas cosas con los objetos y sus significados, con los oficios de las protagonistas, con la puesta, con los diferentes encuadres, para hacernos soltar nuestra sensibilidad sin palabras, y llegarnos al corazón. Estos personajes son muchas veces clandestinos, ocultan, mienten…pero se redimen en una inmensa humanidad, comprensión, y ganas de vivir a pesar de todo.Celebro esta obra y agradezco a Almodóvar por esta película.",positivo
"Pues sí, vale la pena esperar unos cuantos minutos a que avance la cinta, con la frescura de la simpática Manuela Velasco y los bomberos haciéndonos creer que esto va a ser un España Directo más (acertada referencia), para que la cosa empiece a calentarse...",positivo
"Debo decir desde el comienzo que no he visto la versión italiana, la cual dicen que es más cursi. A mi esta me ha encantado. Me ha entretenido muchísimo, la historia no hay quien se la crea, pero yo a lo que voy  es a pasar un rato divertido, y lo ha logrado con creces.    Paso de que si el tipo es un tonto del culo, que si la chica una niñata caprichosa y si sus colegas los tontos de turno, eso para el spoiler, (spoiler 1). Me quedo con todo lo demás, con el chaval chulo, con su arrogancia, con su chulería, su chaqueta de cuero y su moto. El liderazgo sobre sus amigos, la separación con su familia en especial con su madre, lo cual comprenderemos a lo largo de la historia. Ese animal que lleva dentro y es que esterioriza la violencia a la mínima oportunidad, se transforma en un ser sensible y cariñoso cuando está al lado de la chica a la que ama. Ese cambio es la magia de la película, el amor todo lo puede, aunque a veces uno no esté por terminar el trabajo, (spoiler 2 ).   Me ha gustado soberanamente el proceso de enamoramiento de la pareja, al principio ella lo rechaza totalmente, pero él muy seguro de sus cartas, le dice que con el tiempo caerá rendida ante él. Su forma de ir conquistándola poco a poco con detalles, un viaje en moto, una foto en el techo de la habitación, una visita a una casa abandonada, un paseo por la playa. Todo de forma paulatina y sin prisas. Todo es perfecto, menos cuando sales con un chico que es un imán para los problemas.   La pareja protagonista  tiene una química genial, Mario Casas está auténtico en plan chulito de barrio, y en especial como pasa a ser un tipo agresivo a un ser cariñoso y viceversa. Por otro lado la guapísima María Valverde lo borda, esa apariencia de niña mimada y caprichosa e infantil, que poco a poco va descubriendo el amor y se va transformando en la chica que desea ser verdaderamente. Ha sido una lástima el poco protagonismo de Diego Martín, a pesar de ser el hermano del protagonista.    La fotografía de la peli sensacional, en especial se aprovechan de las muchas escenas en motos del protagonista, para mostrarnos lugares preciosos y unas buenas vistas.    A la espera de su secuela "" Tengo ganas de ti "".",positivo
"Posiblemente no sea su mejor película pero Amenabar deja planos, música, diálogos y esencias que lo vuelven a coronar como el mejor director español en la actualidad. Cuenta la mitólogia de Hepatia, respetando las luchas ideológicas y religiosas de esos tiempos, con su crudeza y sobre todo violencia reflejando lo absurdo de todas estas luchas. Transforma a una grandísima Weisz en una mujer fuerte e independiente que lucha por sus ideales y por ellos es juzgada. A su lado destaco a un buen actor como es Minghella en el papel mas complicado de todos. La música genial y los decorados y vestuarios fantásticos. Nuevamente Amenabar saca un sobresaliente.",positivo
"¿Qué se puede decir de esta peli que no se haya dicho ya? La verdad es que da miedo, mucho miedo, y miedo psicológico, del que se te queda dentro y te dura hasta días después de haberla visto. Y eso que la historia es mínima y que su metraje es una sucesión de gritos, carreras, golpes y movimientos de cámara espídicos que apenas te dejan ver nada (advertencia: los que se mareen fácilmente, abstenerse. Mi novio sufre a veces de mareos y se tuvo que salir de la sala porque no lo aguantaba). Es una película histérica y desquiciante, pero eso es lo que la hace tan realista, y por eso da tanto miedo: porque te metes en la situación, porque te parece que tú estás en ese edificio, que puede ser un edificio cualquiera de una gran ciudad, con personajes totalmente cotidianos. Y porque, gracias a su formato televisivo, te parece que podría ser cualquier reality show. La combinación de tema fantástico y terrorífico con entorno realista y cotidiano es genial. Los actores tienen una naturalidad increíble. La niña, terrorífica. Sin embargo, también entiendo que haya gente que no le haya gustado la película, sobre todo porque no es una película al uso, con estructura clásica. En muchas partes se nota que no tiene guión ninguno, y tantos gritos y golpetazos a veces hacen que no te enteres bien de lo que está pasando. Es todo muy caótico, pero eso es lo que, en mi opinión, la hace tan original y a la vez tan realista. Porque si esta situación ocurriese de verdad, sería así. Yo más que una película, la considero una experiencia, como una montaña rusa o la misma Casa del Terror. Aquí no se trata de que te cuenten una historia ni de pensar ni reflexionar, sino de sentir el miedo. Pero todo depende de que te metas en la situación, si no te metes, no hay nada que hacer.",positivo
"Si True Detective fuera un truño fallido e hiciera mucho daño a un genero (como ocurrió con Lost y la ciencia ficción), con respecto a La isla mínima diríamos: ""cuánto daño ha hecho True Detective"".Pero resulta que True Detective es una obra maestra que, aún con sus trampas, ha servido para inspirar a autores como Alberto Rodríguez. Porque La isla mínima es puro True Detective tanto en el fondo, como en la forma. Y si pudiera subrayaría esto último, porque resume las claves de la película.La isla mínima es un buen thriller sobre todo por su ambientación, que trata de ser polvorienta, pesada y desasosegante. Se eligen las marismas del sur (¿reduerdan los pantanos?) donde abunda la pobreza (como en ciertas regiones de USA) y la incultura. Sobre todo a principios de los 80 con el cadáver de Franco aún caliente. Se presentan unas muertes escabrosas y sobradas de violencia.Todo tiene un punto cutre (el toque aún setentero con los 80 recien estrenados), y tenemos las reminiscencias de Franco y la Guardia Civil.Sin la influencia de True Detective La isla mínima hubiera podido ser un thriller incluso mediocre. Pero tal y como nos lo sirven, lo compro. Y a gusto.",positivo
"No es nada habitual que en el cine de animación española existan secuelas, pero dado el éxito de la primera y el juego aventurero que daba el personaje parecía justificado. Esta vez parece que está gustando más al público y crítica, pero en mi opinión se halla a la misma altura.En la presente, el personaje chistoso que no puede faltar nunca en una cinta animada recae en la momia. Ya tuvo su participación en la anterior película pero muy breve, explotándose sus recursos como muerto viviente cachondo en esta secuela.La historia lleva a Tadeo, sus mascotas, dos chicas (Sara entre ellas) y la momia a varios lugares del mundo destacando a Granada. La representación callejera encaja más bien con un pueblo, pero en los breves planos de la Alhambra se homenajea con maestría al palacio. Podemos apreciar algunas influencias tanto de Hollywood como de Disney, pero en cualquier caso Enrique Gato consigue producir una obra entretenida para todos los públicos. Y no es nada fácil hacerlo por segunda vez con los mismos personajes principales.En resumen, persecuciones a lo Spielberg, malosos que complican las cosas, giros inesperados, humor a raudales y mitos fantásticos que resucitan a un héroe que no se había olvidado y ojalá tenga una tercera parte. La conclusión de esta cinta deja espacios para que pueda desarrollarse.",positivo
"No me gusta lo que cuenta y no veo nada interesante en  como lo cuenta. La historia se parece de modo inquietante a alguna de la hipótesis que se pueden encontrar en Internet en relación con la muerte de las niñas de Alcasser. Los actores sobre-actuados en algunos momentos . Algunas situaciones  incoherentes, y que no se resuelven. Me hubiera ido del cine antes de que terminara si no fuera porque mi acompañante querían ver el final y solo recuerdo otra película en la que me pasó esto , que fue 'El Oso'.",negativo
"Bueno, ya he visto ""Ágora"". Dos veces en menos de 48 horas.He de confesar que llevo queriendo verla desde la primera vez que vi el tráiler me sedujo, sencillamente porque el personaje principal ya me había llamado la atención cuando leí acerca de ella en ""Cosmos"", de Carl Sagan. Investigué, claro, en cuanto esta herramienta llamada ""Internet"" llegó a mis dedos. Y salió esta película. Esta película maravillosa. Le pongo un 9 porque así me quito la espinita que me dejó ""Alatriste"" hace años. El 8 se lo daba de calle, de todas formas.No sé si ""obra maestra"" es un calificativo que le quede grande. Posiblemente, sí, pero esas cosas las dice el tiempo. Nadie hubiera pensado que cosas como ""Dr. Strangelove"" o ""La tumba de las luciérnagas"" pudieran convertirse en obras maestras, y resulta que lo son. Bastó tiempo. Tal vez Amenábar tenga suerte en este sentido con el paso de los años cuando se hable de esta película. Echo de menos algunas cosas... creo que daba para más metraje, por ejemplo. La naturaleza de la relación entre Hipatia y Orestes, en la segunda parte de la película, parece de amistad lo suficientemente ambigua para que resulte sospechosa de algo más. Echo de menos cierto rigor histórico en algunos momentos: Sinesio murió dos o tres años antes que Hipatia, ésta era una mujer de al menos cuarenta y cinco años (probablemente más) en el momento de su muerte, y parece ser que, aunque virgen, pudo estar casada con un tal Isidoro. Por más que he buscado, no he encontrado nada acerca de los parabolanos. Algunos personajes aparecen un poco desdibujados, como es el caso del propio Orestes, que cada vez que se tiene que enfrentar a Cirilo me recuerda al huérfano Oliver diciendo aquello de ""¿me da un poco más, señor?"" Y puede que haya cierto tufo anticlerical en toda la película, por mucho que se hable de que es un alegato contra el fanatismo, y no contra la Iglesia. Bueno... todo eso se puede perdonar.Empezando por lo último, no hay que olvidar que hay una secuencia deliciosa acerca del corazón mismo de la religión cristiana, secuencia que podríamos denominar ""el milagro del pan"", cuando las manos de los desharrapados se tienden hacia Davo (casi parece que es una puesta en escena teatral) mientras él reparte pan entre ellos. O en el momento de la fuga de Sinesio en plena noche, cuando bendice a Hipatia mientras duerme. No. Antifundamentalista, seguro. Anticlerical, puede. Anticristiano, no creo.",positivo
Muy buena fotografía. Los colores acompañan al ritmo de la película. Dos policías se desplazan a un pueblo de la costa española para resolver una desaparición. La película consigue transmitir sensación de intriga al ir desvelando paso a paso junto a los protagonistas el desarrollo de la trama.Muy buena.,positivo
"El director Alberto Rodríguez presenta a concurso en el Festival de Cine de San Sebastián su nueva obra, La isla mínima. Desde los títulos de crédito, el autor nos sumerge con originalidad en la historia de dos policías expedientados, que se proponen resolver la desaparición de dos jóvenes en un remoto pueblo andaluz. La historia parte así de una investigación ambientada en unas marismas sureñas, que en manos del autor cobran sabor a Mississipi, y desemboca en un retrato de personajes, que gravitan bajo las aguas subterráneas y pantanosas de la todavía opresiva y contradictoria sociedad de la España de los años 80.Como si de una fina lluvia se tratara la trama va calando en el espectador, que se ve sumergido en una atmósfera llena de tonos cálidos, premeditadamente sofocante, asfixiante e intrigante. El autor consigue construir un thriller local, profundo, con personajes bien trazados, llenos de matices, de aristas que expresan, más que dicen. La tradición y los aires de la incipiente democracia, se entremezclan, con la consiguiente tensión, en un ambiente opresivo, brutal, dónde la ambigüedad moral es un signo de complejidad, y de todo lo que resta por conquistar. Audaz creación de personajes, envolvente ambiente, matices de guión y suspense demuestran que los thrillers también son posibles bajo un penetrante sol andaluz, sumergidos en sus aguas pantanosas.",positivo
"Como película no vale una puta mierda, Torrente en sus inicios era un ex policía de poca monta machista, racista, alcohólico, guarro, aprovechado, gorrón, mala persona... en fin, todo lo que en una persona te pueda dar asco eso era Torrente. Las dos primeras películas (la segunda algo más descabellada) eran creíbles y graciosas, tenía unos puntos con los que no podías evitar desternillarte. Sin embargo, ahora se ha convertido en una sucesión de cameos de hora y media con los mismos chistes de siempre, con la participación de cada vez peores actores (o no actores directamente) y con el señor Santiago Segura llenándose los bolsillos a costa de un país inculto e ignorante.""Torrente 4: Lethal Crisis"" es una fiel reflejo de lo que se ha convertido la sociedad española, y no me refiero a que la película lo critique, no. Me refiero a que gente como Kiko Rivera, Matamoros e incluso Belén Esteban (persona a la que más odio en este mundo) se han atizado un pastizal por hacer algo que haría yo por una décima parte de lo que ellos se han embolsado. Lo de Kiko Rivera es disculpable, está gracioso en su papel y nadie le puede negar su derecho a ser actor si quiere, pero lo de la chupasangre de la Esteban sobrepasa todo lo comprensible para alguien racional, cosa que en este país escasea.¿Te ríes? Con algunas cosas si, pero ya está. Esta cuarta entrega dista mucho de las dos primeras en las que había infinidad de gags recordados por la gente. Santiago Segura se ha encasillado, y no le culpo, por increíble que parezca esta película batió todos los récords de taquilla en su primera semana en cartel. En breve contaremos con otra más y la cosa va a peor (si es que eso era posible), va a salir Jesulín de Ubrique... parafraseando a Jesucristo: ""Padre, perdónales porque no saben lo que hacen"".",negativo
"He ido a ver esta pelicula, un poco reacia debido como siempre, a las malas critícas de los críticos y he vuelto a alucinar......Recomiendo esta pelicula para gente que quiera desternillarse y partirse la mandibula durante dos horas sin parar....punto, sin más pretensiones, sólo reirse.Es que no te deja relajarte ni un segundo, Yo por lo menos estuve todo el rato con el pañuelo en la mano, ya que se me saltaban las lágrimas de lo que me reía....Para mí totalmente recomendable.",positivo
"Me he leído un montón de criticas que hay en esta pagina y se pueden dividir en dos clases : Las negativas a muerte de los que les gustan las ""películas""  de acción de ordenador donde no hay que pensar mucho. Mas las de los puntillosos que no saben en que país vivimos y menos de como era en los años 80 . Y por otro lado, las de los que han disfrutado de ella entre los que me encuentro. Si que te puede quedar un poso de desconcierto ante el final tan rápido, pero como dice el dicho castizo "" a buen entendedor pocas palabras bastan"" al que hay que añadir conocimientos de lo que fue y es este país.Aunque dejan bastantes pistas a lo largo de la película.",positivo
"Mi interés por el cine español ha ido aumentando a lo largo de los años. Cada vez se hacen películas más completas y mejores, a la altura de las de Hollywood, entre otras cosas por culpa de esta brillante película.Trama muy bien contada, un guión interesante intentando ser fiel a la realidad (el tema de los delitos de contra la seguridad vial y la forma de la condena no es así en la realidad pero bueno) y con un protagonista como Javier Gutiérrez el que para mi puede ser uno de los tres mejores actores españoles, que lo hace de maravilla.Los personajes del equipo de baloncesto lo hacen fabulosamente, con discapacidades físicas importantes, tiene que ser difícil interpretar este tipo de papel. Para mi lo sería, sin duda.El mensaje final como no, enriquecedor. Película obligatoria para aceptar, en la realidad social en la que vivimos, las diversidades de personas que tienen ciertas discapacidades y que nos enseñan una lección moral y de vida. Le doy un 8,5.Una vez que la terminéis, es obligatorio ver el discurso de Jesús Vidal cuando le entregan el Goya. Es, si cabe, mejor que la película.",positivo
"Parece mentira que esto sea una película española, supera con creces la calidad de estas. Pero viendo quién tiene la fama, los Oscars, etc. me pregunto yo si tengo alguna mínima idea de cine o es que el mundo se ha vuelto loco. Como es posible que Amenábar no esté entre los más grandes, como es posible que sea tan afamado y reconocido mundialmente el señor Almodóvar y, en cambio, Amenábar no, que le da mil vueltas...Ágora, es impactante, entretenida, original y nos descubre un mundo nuevo. Dónde empezaron las guerras de las religiones y como se vivía en Alejandría.",positivo
